CustomerID,CustomerName,Segment,Region,Country,JoinDate,CreditLimit,AccountManager
CUST-00082,Acme Ltd,Enterprise,Central,USA,2022-12-13,261680.68,AM-011
CUST-00083,Elite Inc,Consumer,West,USA,2023-09-07,224504.8,AM-011
CUST-00084,Global Industries,Enterprise,East,USA,2023-03-07,419821.73,AM-019
CUST-00085,Global Partners,Government,East,USA,2022-07-09,415407.52,AM-006
CUST-00086,Prime LLC,Government,East,USA,2023-11-30,181587.18,AM-004
CUST-00087,Apex Partners,SMB,North,USA,2023-07-12,209557.57,AM-005
CUST-00088,Prime Group,SMB,West,USA,2023-02-04,108693.24,AM-011
CUST-00089,Core Systems,Government,North,USA,2022-11-18,137898.47,AM-004
CUST-00090,Beta Ltd,SMB,West,USA,2022-01-12,404680.1,AM-005
CUST-00091,Core Ltd,Enterprise,South,USA,2023-08-01,473251.18,AM-014
CUST-00092,Peak Ventures,Consumer,West,USA,2022-06-15,421059.99,AM-016
CUST-00093,Alpha Industries,Consumer,North,USA,2022-10-19,155575.78,AM-009
CUST-00094,Core Industries,Enterprise,Central,USA,2023-01-17,313909.87,AM-017
CUST-00095,Global Ltd,SMB,East,USA,2022-11-14,264387.65,AM-006
CUST-00096,Star Inc,Government,West,USA,2022-05-29,293070.07,AM-003
CUST-00097,Alpha Corp,Consumer,West,USA,2022-03-12,82414.0,AM-016
CUST-00098,Elite Partners,Consumer,Central,USA,2022-10-06,437032.3,AM-017
CUST-00099,Star Systems,Consumer,North,USA,2022-09-29,268334.42,AM-009
CUST-00100,Star Corp,Enterprise,South,USA,2022-03-28,222394.2,AM-007
CUST-00101,Global Corp,SMB,West,USA,2022-06-01,273933.87,AM-018
CUST-00102,Star Inc,SMB,Central,USA,2022-06-18,363797.76,AM-008
CUST-00103,Acme Solutions,Government,South,USA,2022-06-23,290036.77,AM-016
CUST-00104,Global Partners,Enterprise,Central,USA,2023-03-10,343701.57,AM-003
CUST-00105,Star Group,Consumer,Central,USA,2023-08-22,51054.12,AM-015
CUST-00106,Apex Ltd,SMB,North,USA,2023-07-08,154476.26,AM-014
CUST-00107,Core LLC,Consumer,East,USA,2023-06-29,261578.43,AM-009
CUST-00108,Elite Systems,Government,West,USA,2022-07-25,362874.21,AM-016
CUST-00109,Apex Ltd,Government,Central,USA,2022-05-15,312183.05,AM-003
CUST-00110,Apex Ventures,Government,Central,USA,2022-01-08,42453.32,AM-009
CUST-00111,Star Inc,Government,South,USA,2023-02-17,453185.67,AM-002
CUST-00112,Global Ventures,Government,Central,USA,2023-12-06,256373.64,AM-011
CUST-00113,Alpha Ventures,Enterprise,North,USA,2023-03-17,409655.81,AM-013
CUST-00114,Beta Industries,SMB,North,USA,2022-08-17,482998.43,AM-015
CUST-00115,Acme Inc,Government,East,USA,2023-06-10,75270.78,AM-004
CUST-00116,Acme Ventures,SMB,East,USA,2023-01-06,335404.82,AM-020
CUST-00117,Alpha Inc,Enterprise,East,USA,2022-02-10,280504.0,AM-015
CUST-00118,Star Ltd,Enterprise,East,USA,2022-01-02,78529.53,AM-007
CUST-00119,Star Partners,Government,South,USA,2023-12-08,218372.18,AM-011
CUST-00120,Apex LLC,Consumer,South,USA,2023-03-16,43654.07,AM-009
CUST-00121,Beta LLC,Consumer,Central,USA,2022-11-16,67132.26,AM-003
CUST-00122,Peak Industries,Consumer,North,USA,2022-04-26,38861.16,AM-003
CUST-00123,Star Inc,Government,Central,USA,2023-02-01,307711.14,AM-002
CUST-00124,Apex Partners,SMB,Central,USA,2023-07-23,322370.22,AM-001
CUST-00125,Global Corp,Consumer,North,USA,2023-01-04,271316.66,AM-011
CUST-00126,Core Corp,Consumer,Central,USA,2022-02-19,331507.02,AM-005
CUST-00127,Global Ltd,SMB,North,USA,2022-06-30,414213.54,AM-009
CUST-00128,Prime Ventures,Enterprise,Central,USA,2023-06-07,115374.63,AM-007
CUST-00129,Apex Industries,SMB,East,USA,2023-05-01,365309.05,AM-013
CUST-00130,Star Ventures,Consumer,Central,USA,2022-10-31,65658.88,AM-015
CUST-00131,Acme LLC,Enterprise,North,USA,2022-03-15,297055.63,AM-012
CUST-00132,Beta Corp,SMB,East,USA,2023-11-27,406237.77,AM-009
CUST-00133,Beta Group,Enterprise,South,USA,2023-04-19,492662.78,AM-015
CUST-00134,Apex Group,SMB,Central,USA,2023-04-08,277716.52,AM-020
CUST-00135,Beta Partners,Enterprise,Central,USA,2022-03-29,48402.9,AM-018
CUST-00136,Apex LLC,Enterprise,Central,USA,2023-12-20,219816.42,AM-011
CUST-00137,Star Group,Government,North,USA,2022-06-28,223699.44,AM-004
CUST-00138,Star Corp,Consumer,Central,USA,2023-09-01,254397.05,AM-013
CUST-00139,Elite Partners,SMB,North,USA,2023-03-31,321030.47,AM-005
CUST-00140,Acme Solutions,SMB,South,USA,2023-07-04,415003.22,AM-012
CUST-00141,Acme Corp,Government,North,USA,2022-10-02,464443.58,AM-018
CUST-00142,Elite Industries,Enterprise,North,USA,2023-06-15,423179.1,AM-008
CUST-00143,Core Partners,Consumer,West,USA,2023-04-26,338396.75,AM-003
CUST-00144,Prime Corp,Enterprise,South,USA,2023-02-07,46252.61,AM-003
CUST-00145,Core Inc,Enterprise,South,USA,2022-03-18,108687.78,AM-015
CUST-00146,Prime Inc,SMB,Central,USA,2023-03-01,456280.16,AM-010
CUST-00147,Elite Inc,Enterprise,North,USA,2022-05-27,318825.24,AM-016
CUST-00148,Star Ventures,SMB,Central,USA,2022-02-06,424923.15,AM-001
CUST-00149,Global Systems,Government,Central,USA,2022-05-04,302614.66,AM-002
CUST-00150,Star Systems,Consumer,South,USA,2023-07-07,390099.52,AM-006
CUST-00151,Elite Corp,Government,Central,USA,2023-03-13,386233.05,AM-014
CUST-00152,Elite Inc,Enterprise,Central,USA,2023-07-03,431701.78,AM-012
CUST-00153,Beta Systems,SMB,North,USA,2022-09-08,47832.27,AM-011
CUST-00154,Elite Partners,Consumer,South,USA,2023-08-08,454325.59,AM-005
CUST-00155,Alpha Group,Enterprise,North,USA,2022-01-14,498520.84,AM-007
CUST-00156,Star Solutions,Government,North,USA,2022-07-28,118325.31,AM-002
CUST-00157,Star Group,SMB,South,USA,2022-05-10,323015.27,AM-019
CUST-00158,Beta LLC,Enterprise,North,USA,2023-11-22,30366.89,AM-002
CUST-00159,Peak Industries,Government,South,USA,2022-11-12,428496.15,AM-004
CUST-00160,Alpha Inc,Enterprise,Central,USA,2022-10-03,63262.54,AM-009
CUST-00161,Acme Industries,SMB,Central,USA,2023-08-04,121107.68,AM-015
CUST-00162,Elite Systems,Enterprise,Central,USA,2022-12-22,297934.42,AM-015
CUST-00163,Global Inc,Enterprise,West,USA,2022-07-17,499425.24,AM-007
CUST-00164,Core Ltd,Consumer,East,USA,2022-09-30,433155.14,AM-016
CUST-00165,Core Group,Enterprise,South,USA,2022-04-27,432998.2,AM-015
CUST-00166,Prime Solutions,SMB,South,USA,2023-05-14,372599.06,AM-019
CUST-00167,Global Ltd,SMB,Central,USA,2023-12-25,350906.2,AM-017
CUST-00168,Alpha Group,Enterprise,West,USA,2023-02-25,106783.85,AM-018
CUST-00169,Prime Industries,Government,East,USA,2022-11-14,328924.44,AM-003
CUST-00170,Core Group,Government,South,USA,2022-05-18,55905.28,AM-011
CUST-00171,Elite Partners,SMB,Central,USA,2022-07-05,218236.57,AM-012
CUST-00172,Acme Partners,SMB,South,USA,2023-12-06,378168.33,AM-016
CUST-00173,Peak Inc,SMB,North,USA,2023-10-03,325557.76,AM-003
CUST-00174,Prime Group,Consumer,South,USA,2023-10-09,343118.63,AM-013
CUST-00175,Global Inc,Enterprise,East,USA,2022-08-10,58151.38,AM-001
CUST-00176,Core LLC,Government,North,USA,2022-12-26,208518.41,AM-002
CUST-00177,Peak Group,Enterprise,North,USA,2022-05-27,462831.84,AM-015
CUST-00178,Elite Ltd,Enterprise,East,USA,2022-06-10,433997.26,AM-004
CUST-00179,Alpha Ltd,Enterprise,Central,USA,2022-01-14,333928.46,AM-009
CUST-00180,Peak Partners,Government,Central,USA,2023-04-18,301406.12,AM-015
CUST-00181,Apex Group,Consumer,Central,USA,2022-11-01,26025.53,AM-020
CUST-00182,Acme Inc,Enterprise,Central,USA,2022-06-22,374822.66,AM-011
CUST-00183,Beta Group,SMB,Central,USA,2022-08-03,246146.99,AM-013
CUST-00184,Acme Corp,SMB,Central,USA,2022-11-09,172464.48,AM-010
CUST-00185,Alpha LLC,SMB,Central,USA,2022-01-25,145459.27,AM-015
CUST-00186,Peak LLC,Enterprise,Central,USA,2023-07-03,195793.66,AM-002
CUST-00187,Apex Partners,SMB,Central,USA,2022-01-29,494418.03,AM-015
CUST-00188,Beta Partners,Government,South,USA,2023-04-20,59614.51,AM-020
CUST-00189,Acme Inc,Consumer,South,USA,2023-09-26,52288.77,AM-003
CUST-00190,Global LLC,Government,North,USA,2022-07-25,108356.56,AM-003
CUST-00191,Core Corp,SMB,South,USA,2022-06-15,331665.72,AM-015
CUST-00192,Alpha Systems,Consumer,Central,USA,2023-12-03,121603.14,AM-001
CUST-00193,Core LLC,Government,West,USA,2023-10-12,477100.82,AM-012
CUST-00194,Beta LLC,SMB,East,USA,2023-05-15,48242.13,AM-016
CUST-00195,Acme Group,Government,South,USA,2022-04-19,148250.05,AM-012
CUST-00196,Alpha Corp,Government,East,USA,2023-01-02,282692.89,AM-020
CUST-00197,Alpha Ltd,SMB,Central,USA,2023-10-13,346173.82,AM-020
CUST-00198,Star Inc,SMB,North,USA,2023-02-02,357811.06,AM-003
CUST-00199,Alpha Partners,SMB,Central,USA,2023-03-14,150183.4,AM-018
CUST-00200,Beta Systems,Government,South,USA,2023-01-27,157348.44,AM-001
CUST-00201,Prime Ltd,Consumer,South,USA,2022-04-24,398700.96,AM-014
CUST-00202,Prime LLC,Government,North,USA,2022-04-19,400778.92,AM-013
CUST-00203,Beta Corp,Government,East,USA,2022-03-16,232389.24,AM-007
CUST-00204,Prime Solutions,Government,Central,USA,2023-01-31,482946.72,AM-017
CUST-00205,Beta Ltd,Government,Central,USA,2023-03-25,54745.22,AM-019
CUST-00206,Peak LLC,Government,East,USA,2022-12-31,243793.01,AM-002
CUST-00207,Global Ventures,Consumer,East,USA,2023-12-30,252755.98,AM-006
CUST-00208,Acme Industries,SMB,West,USA,2022-11-29,239643.93,AM-011
CUST-00209,Star Ltd,Enterprise,North,USA,2022-08-06,243225.11,AM-001
CUST-00210,Apex Solutions,SMB,East,USA,2023-07-10,315137.89,AM-020
CUST-00211,Peak Ltd,Consumer,North,USA,2023-07-10,18377.7,AM-014
CUST-00212,Star Corp,SMB,Central,USA,2023-06-25,450997.15,AM-007
CUST-00213,Star Ventures,SMB,West,USA,2022-09-01,67951.61,AM-019
CUST-00214,Alpha Group,Enterprise,North,USA,2022-04-01,375425.26,AM-004
CUST-00215,Global Group,SMB,South,USA,2022-05-26,425431.81,AM-016
CUST-00216,Alpha Partners,Government,West,USA,2023-11-29,263184.68,AM-012
CUST-00217,Beta Partners,Consumer,North,USA,2022-04-22,52012.83,AM-011
CUST-00218,Alpha Corp,Consumer,Central,USA,2022-06-05,15659.83,AM-012
CUST-00219,Global Group,Government,Central,USA,2022-12-05,267803.78,AM-006
CUST-00220,Prime Systems,Government,Central,USA,2023-10-30,16600.41,AM-017
CUST-00221,Peak Corp,Enterprise,Central,USA,2022-01-04,402728.63,AM-006
CUST-00222,Global Systems,Consumer,West,USA,2022-05-31,184959.98,AM-016
CUST-00223,Beta Solutions,Government,Central,USA,2022-09-08,13479.94,AM-005
CUST-00224,Alpha Ventures,Enterprise,Central,USA,2022-12-23,212220.21,AM-011
CUST-00225,Elite Partners,Government,South,USA,2023-05-16,317168.4,AM-013
CUST-00226,Global Ventures,Government,North,USA,2022-08-05,467848.71,AM-014
CUST-00227,Elite Ltd,Enterprise,South,USA,2022-06-14,29920.84,AM-006
CUST-00228,Peak Corp,Enterprise,West,USA,2023-07-26,71982.5,AM-008
CUST-00229,Beta Corp,Enterprise,East,USA,2023-10-06,303862.58,AM-019
CUST-00230,Core Partners,Enterprise,North,USA,2022-11-10,189859.76,AM-001
CUST-00231,Star Solutions,SMB,East,USA,2023-07-08,181681.85,AM-011
CUST-00232,Beta Inc,Enterprise,South,USA,2022-03-15,114690.73,AM-005
CUST-00233,Alpha Systems,SMB,South,USA,2022-08-01,273363.95,AM-008
CUST-00234,Alpha Inc,Enterprise,West,USA,2023-12-28,329695.85,AM-005
CUST-00235,Peak Partners,Enterprise,North,USA,2022-06-25,140058.71,AM-018
CUST-00236,Peak Ventures,Government,West,USA,2022-04-18,430158.73,AM-014
CUST-00237,Alpha Ventures,Consumer,South,USA,2022-05-07,297180.39,AM-008
CUST-00238,Peak Partners,Consumer,South,USA,2023-07-23,372746.28,AM-002
CUST-00239,Prime Ltd,Enterprise,West,USA,2022-02-12,48906.46,AM-005
CUST-00240,Beta Ventures,Government,South,USA,2022-03-31,9509.26,AM-016
CUST-00241,Prime Systems,Government,Central,USA,2023-06-07,221862.81,AM-019
CUST-00242,Elite Group,SMB,Central,USA,2023-02-22,110538.09,AM-014
CUST-00243,Beta Partners,SMB,West,USA,2023-04-05,322345.16,AM-004
CUST-00244,Acme Group,Government,West,USA,2022-07-14,377865.03,AM-011
CUST-00245,Peak Ltd,Consumer,Central,USA,2022-12-13,208107.7,AM-004
CUST-00246,Beta Systems,Government,Central,USA,2023-05-30,345073.26,AM-003
CUST-00247,Elite Solutions,SMB,West,USA,2023-06-27,220797.28,AM-011
CUST-00248,Apex Industries,SMB,East,USA,2022-11-16,437489.87,AM-006
CUST-00249,Apex Ltd,Enterprise,Central,USA,2023-01-05,218563.8,AM-002
CUST-00250,Core Industries,SMB,Central,USA,2023-07-16,120070.58,AM-016
CUST-00251,Prime Inc,Government,North,USA,2023-07-18,223714.54,AM-012
CUST-00252,Peak Partners,Government,Central,USA,2022-07-30,182338.83,AM-018
CUST-00253,Elite Solutions,SMB,East,USA,2022-07-19,454755.46,AM-001
CUST-00254,Global Ltd,Enterprise,East,USA,2023-10-28,68354.71,AM-013
CUST-00255,Peak Ltd,Consumer,West,USA,2023-06-10,67501.73,AM-014
CUST-00256,Star LLC,SMB,South,USA,2023-02-26,295620.78,AM-012
CUST-00257,Acme Corp,Government,West,USA,2022-03-08,362560.66,AM-009
CUST-00258,Star Industries,Consumer,West,USA,2022-03-10,430267.3,AM-005
CUST-00259,Elite Inc,Enterprise,South,USA,2023-08-14,167987.04,AM-011
CUST-00260,Apex Ventures,SMB,East,USA,2022-04-26,264233.84,AM-008
CUST-00261,Elite Ltd,Consumer,East,USA,2023-03-05,128142.67,AM-004
CUST-00262,Beta Industries,SMB,West,USA,2022-10-20,173366.45,AM-020
CUST-00263,Beta Ltd,Enterprise,West,USA,2023-09-23,422181.73,AM-007
CUST-00264,Prime Corp,Enterprise,Central,USA,2023-01-27,67702.74,AM-002
CUST-00265,Global Ventures,Enterprise,North,USA,2022-03-27,15867.04,AM-011
CUST-00266,Star LLC,SMB,South,USA,2022-07-31,157743.7,AM-017
CUST-00267,Core Industries,Enterprise,South,USA,2023-04-11,226536.25,AM-009
CUST-00268,Acme Partners,SMB,North,USA,2022-12-23,254373.08,AM-001
CUST-00269,Star Inc,SMB,North,USA,2022-10-16,399963.65,AM-017
CUST-00270,Apex LLC,Enterprise,West,USA,2023-01-06,438702.06,AM-011
CUST-00271,Apex Partners,SMB,Central,USA,2023-02-17,373385.81,AM-001
CUST-00272,Core Systems,SMB,North,USA,2022-01-30,62690.61,AM-009
CUST-00273,Alpha Industries,SMB,West,USA,2022-06-07,13900.13,AM-003
CUST-00274,Elite Partners,Consumer,West,USA,2022-02-10,458612.13,AM-015
CUST-00275,Beta Partners,Enterprise,Central,USA,2023-12-09,417884.33,AM-007
CUST-00276,Apex LLC,Consumer,East,USA,2022-12-10,9004.34,AM-011
CUST-00277,Apex Industries,Enterprise,North,USA,2023-04-30,87356.21,AM-017
CUST-00278,Peak Ltd,Government,North,USA,2022-05-28,444246.13,AM-015
CUST-00279,Peak Partners,Government,West,USA,2022-12-29,481026.98,AM-014
CUST-00280,Apex Ltd,SMB,East,USA,2023-12-26,26831.2,AM-009
CUST-00281,Peak Industries,Consumer,Central,USA,2023-08-07,398064.75,AM-012
CUST-00282,Global Group,Consumer,Central,USA,2022-06-06,19446.08,AM-020
CUST-00283,Star Group,Consumer,East,USA,2023-01-03,406216.93,AM-010
CUST-00284,Alpha Solutions,SMB,South,USA,2022-02-07,11997.41,AM-017
CUST-00285,Core Inc,Government,South,USA,2023-10-03,383015.15,AM-011
CUST-00286,Prime LLC,Enterprise,West,USA,2022-03-10,50453.65,AM-005
CUST-00287,Star Ventures,SMB,South,USA,2022-11-16,395619.87,AM-012
CUST-00288,Prime Ltd,Government,Central,USA,2023-10-16,419676.84,AM-020
CUST-00289,Global Ventures,Enterprise,South,USA,2023-08-04,373735.94,AM-004
CUST-00290,Beta Solutions,SMB,South,USA,2023-06-21,324881.61,AM-009
CUST-00291,Core Industries,Enterprise,South,USA,2022-11-09,406955.34,AM-010
CUST-00292,Beta Corp,SMB,North,USA,2022-03-12,156064.16,AM-011
CUST-00293,Star Ventures,Government,South,USA,2022-01-13,125606.11,AM-018
CUST-00294,Beta Systems,Enterprise,North,USA,2023-04-08,83354.0,AM-001
CUST-00295,Acme Systems,Enterprise,North,USA,2023-08-06,141257.33,AM-019
CUST-00296,Beta Industries,SMB,South,USA,2022-08-19,153990.75,AM-008
CUST-00297,Acme Solutions,Consumer,West,USA,2023-05-09,439763.61,AM-019
CUST-00298,Peak Ventures,SMB,Central,USA,2023-04-09,117269.18,AM-016
CUST-00299,Beta Partners,SMB,West,USA,2022-04-16,368676.23,AM-012
CUST-00300,Core Systems,SMB,East,USA,2023-07-06,214191.49,AM-018
CUST-00301,Star Industries,SMB,North,USA,2022-11-30,352566.36,AM-012
CUST-00302,Star Group,Government,South,USA,2023-01-05,416175.07,AM-007
CUST-00303,Beta Industries,SMB,Central,USA,2023-12-16,206327.44,AM-001
CUST-00304,Acme Ventures,Government,East,USA,2022-05-04,53066.29,AM-016
CUST-00305,Alpha Ventures,Consumer,Central,USA,2023-09-11,464218.27,AM-011
CUST-00306,Prime Industries,Consumer,South,USA,2023-07-29,42681.29,AM-001
CUST-00307,Prime Systems,SMB,Central,USA,2023-12-11,362822.05,AM-007
CUST-00308,Core Corp,Government,North,USA,2022-05-09,471564.62,AM-011
CUST-00309,Beta Systems,Consumer,West,USA,2022-08-09,140503.69,AM-017
CUST-00310,Elite Corp,Enterprise,South,USA,2023-01-01,82007.75,AM-011
CUST-00311,Global Ventures,Government,West,USA,2023-12-21,148138.85,AM-012
CUST-00312,Prime Industries,Government,East,USA,2023-10-28,18818.54,AM-004
CUST-00313,Prime Corp,SMB,East,USA,2022-06-14,457641.55,AM-001
CUST-00314,Peak Ventures,SMB,North,USA,2022-09-07,136040.14,AM-005
CUST-00315,Alpha Ltd,Consumer,North,USA,2022-07-08,264399.88,AM-017
CUST-00316,Apex Solutions,SMB,East,USA,2022-10-02,40242.44,AM-018
CUST-00317,Alpha Ventures,Enterprise,South,USA,2023-12-13,387175.54,AM-019
CUST-00318,Peak Ventures,Enterprise,Central,USA,2022-01-17,222157.88,AM-017
CUST-00319,Peak Inc,Enterprise,Central,USA,2022-04-16,191877.8,AM-008
CUST-00320,Apex Corp,Enterprise,West,USA,2022-11-23,201086.57,AM-016
CUST-00321,Core Corp,SMB,West,USA,2022-12-14,478374.42,AM-006
CUST-00322,Alpha Ltd,Government,West,USA,2023-07-21,60314.27,AM-015
CUST-00323,Global Corp,Enterprise,West,USA,2023-10-07,463683.76,AM-011
CUST-00324,Acme Ltd,Consumer,East,USA,2022-05-12,283156.02,AM-016
CUST-00325,Star Corp,Government,North,USA,2023-09-27,287282.6,AM-007
CUST-00326,Elite LLC,Enterprise,Central,USA,2022-11-24,151950.86,AM-006
CUST-00327,Star LLC,Consumer,East,USA,2022-01-07,181382.72,AM-012
CUST-00328,Apex Inc,Consumer,East,USA,2023-09-06,335585.45,AM-006
CUST-00329,Elite Ltd,Government,Central,USA,2022-11-01,176049.04,AM-008
CUST-00330,Apex Group,SMB,East,USA,2022-12-22,307817.24,AM-009
CUST-00331,Alpha LLC,Government,East,USA,2022-01-29,332758.13,AM-006
CUST-00332,Elite Systems,Enterprise,South,USA,2023-03-01,20369.7,AM-019
CUST-00333,Global LLC,SMB,South,USA,2023-10-12,333207.82,AM-015
CUST-00334,Peak Inc,SMB,North,USA,2022-11-19,36176.96,AM-018
CUST-00335,Elite Corp,Consumer,West,USA,2023-12-23,372273.55,AM-004
CUST-00336,Peak Systems,SMB,South,USA,2023-12-08,384288.49,AM-016
CUST-00337,Beta Ventures,Consumer,North,USA,2022-10-22,77082.86,AM-011
CUST-00338,Star Inc,Enterprise,East,USA,2022-11-03,303938.83,AM-012
CUST-00339,Elite Ltd,Consumer,West,USA,2022-03-10,74394.59,AM-001
CUST-00340,Global Group,Enterprise,West,USA,2022-05-30,430934.16,AM-009
CUST-00341,Elite Inc,SMB,South,USA,2022-06-29,245983.8,AM-014
